hierarchy,store_id,year,week_num,metric,projected_value
Ex Department 1,84,2019,20,revenue,186646.87195935549
Ex Department 1,84,2019,21,revenue,195595.37705732323
Ex Department 1,84,2019,22,revenue,198870.36841018943
Ex Department 1,84,2019,23,revenue,205482.24183069888
Ex Department 1,84,2019,24,revenue,211753.70592223384
Ex Department 1,84,2019,25,revenue,215665.65471834553
Ex Department 1,84,2019,26,revenue,222731.6094542628
Ex Department 1,84,2019,27,revenue,231003.37492697596
Ex Department 1,84,2019,28,revenue,208864.73767332477
Ex Department 1,84,2019,29,revenue,203681.89355699098
Ex Department 1,84,2019,30,revenue,202283.3902348405
Ex Department 1,84,2019,31,revenue,199972.74112158257
Ex Department 1,84,2019,32,revenue,202482.98109641168
Ex Department 1,84,2019,33,revenue,196837.6139159198
Ex Department 1,84,2019,34,revenue,197172.02616463762
Ex Department 1,84,2019,35,revenue,221141.8023534375
Ex Department 1,84,2019,36,revenue,206889.06457070573
Ex Department 1,84,2019,37,revenue,214643.8839788172
Ex Department 1,84,2019,38,revenue,198515.57391631303
Ex Department 1,84,2019,39,revenue,201233.01371261143
Ex Department 1,84,2019,40,revenue,198023.18182874884
Ex Department 1,84,2019,41,revenue,199176.51882221855
Ex Department 1,84,2019,42,revenue,196985.32391046334
Ex Department 1,84,2019,43,revenue,191366.57518547698
Ex Department 1,84,2019,44,revenue,202207.22685321592
Ex Department 1,84,2019,45,revenue,177734.72739976502
Ex Department 1,84,2019,46,revenue,172248.635533836
Ex Department 1,84,2019,47,revenue,157335.31833781468
Ex Department 1,84,2019,48,revenue,150565.3940083566
Ex Department 1,84,2019,49,revenue,144334.8233251082
Ex Department 1,84,2019,50,revenue,145059.10481351407
Ex Department 1,84,2019,51,revenue,137020.71554244775
Ex Department 1,84,2019,52,revenue,130376.067763491
Ex Department 1,84,2019,1,traffic,43752.0
Ex Department 1,84,2019,2,traffic,45937.0
Ex Department 1,84,2019,3,traffic,44772.0
Ex Department 1,84,2019,4,traffic,46911.0
Ex Department 1,84,2019,5,traffic,47523.0
Ex Department 1,84,2019,6,traffic,51564.0
Ex Department 1,84,2019,7,traffic,45222.0
Ex Department 1,84,2019,8,traffic,47303.0
Ex Department 1,84,2019,9,traffic,57177.0
Ex Department 1,84,2019,10,traffic,48186.95
Ex Department 1,84,2019,11,traffic,44933.3475
Ex Department 1,84,2019,12,traffic,48633.564875
Ex Department 1,84,2019,13,traffic,54634.14311875
Ex Department 1,84,2019,14,traffic,50901.6502746875
Ex Department 1,84,2019,15,traffic,51140.332788421874
Ex Department 1,84,2019,16,traffic,54348.59942784297
Ex Department 1,84,2019,17,traffic,54898.279399235114
Ex Department 1,84,2019,18,traffic,56712.64336919687
Ex Department 1,84,2019,19,traffic,55712.82553765672
Ex Department 1,84,2019,20,traffic,57991.66681453955
Ex Department 1,84,2019,21,traffic,60667.45015526653
Ex Department 1,84,2019,22,traffic,61714.07266302986
Ex Department 1,84,2019,23,traffic,64011.27629618135
Ex Department 1,84,2019,24,traffic,65721.39011099041
Ex Department 1,84,2019,25,traffic,66862.60961653994
Ex Department 1,84,2019,26,traffic,69477.39009736694
Ex Department 1,84,2019,27,traffic,72018.30960223528
Ex Department 1,84,2019,28,traffic,64894.62508234705
Ex Department 1,84,2019,29,traffic,64015.6063364644
Ex Department 1,84,2019,30,traffic,64068.036653287614
Ex Department 1,84,2019,31,traffic,63859.190985951995
Ex Department 1,84,2019,32,traffic,64722.5831602496
Ex Department 1,84,2019,33,traffic,63083.33407451208
Ex Department 1,84,2019,34,traffic,62219.093622300185
Ex Department 1,84,2019,35,traffic,70392.26578968082
Ex Department 1,84,2019,36,traffic,65833.41243974377
Ex Department 1,84,2019,37,traffic,67325.75309033881
Ex Department 1,84,2019,38,traffic,63095.27677489399
Ex Department 1,84,2019,39,traffic,63316.45844517885
Ex Department 1,84,2019,40,traffic,62264.24009055495
Ex Department 1,84,2019,41,traffic,62556.91875435572
Ex Department 1,84,2019,42,traffic,61567.99218431018
Ex Department 1,84,2019,43,traffic,58714.738160374196
Ex Department 1,84,2019,44,traffic,62224.161253583836
Ex Department 1,84,2019,45,traffic,55576.09981071351
Ex Department 1,84,2019,46,traffic,54430.12432042219
Ex Department 1,84,2019,47,traffic,49825.56103157495
Ex Department 1,84,2019,48,traffic,48051.22360304194
Ex Department 1,84,2019,49,traffic,46143.35352907668
Ex Department 1,84,2019,50,traffic,47131.840888707295
Ex Department 1,84,2019,51,traffic,44763.63110047828
Ex Department 1,84,2019,52,traffic,42575.95310620459
Ex Department 1,85,2019,1,revenue,110591.67000000001
Ex Department 1,85,2019,2,revenue,105058.64
Ex Department 1,85,2019,3,revenue,105795.37999999999
Ex Department 1,85,2019,4,revenue,104140.57
Ex Department 1,85,2019,5,revenue,103694.98
Ex Department 1,85,2019,6,revenue,104306.48000000001
Ex Department 1,85,2019,7,revenue,92718.01000000001
Ex Department 1,85,2019,8,revenue,95924.95999999999
Ex Department 1,85,2019,9,revenue,97829.19
Ex Department 1,85,2019,10,revenue,113435.4815
Ex Department 1,85,2019,11,revenue,107217.746075
Ex Department 1,85,2019,12,revenue,113662.38587875
Ex Department 1,85,2019,13,revenue,122356.71767268749
Ex Department 1,85,2019,14,revenue,117025.28555632188
Ex Department 1,85,2019,15,revenue,136589.31733413794
Ex Department 1,85,2019,16,revenue,139247.34170084485
Ex Department 1,85,2019,17,revenue,138261.7967858871
Ex Department 1,85,2019,18,revenue,147743.64662518146
Ex Department 1,85,2019,19,revenue,139076.17795644054
Ex Department 1,85,2019,20,revenue,152303.71885426255
Ex Department 1,85,2019,21,revenue,146548.7797969757
Ex Department 1,85,2019,22,revenue,148445.01928682448
Ex Department 1,85,2019,23,revenue,148618.6407511657
Ex Department 1,85,2019,24,revenue,148446.861288724
Ex Department 1,85,2019,25,revenue,152234.35535316018
Ex Department 1,85,2019,26,revenue,145260.9856208182
Ex Department 1,85,2019,27,revenue,138310.84290185908
Ex Department 1,85,2019,28,revenue,150658.28554695207
Ex Department 1,85,2019,29,revenue,143297.26382429965
Ex Department 1,85,2019,30,revenue,139269.25651551466
Ex Department 1,85,2019,31,revenue,146577.37276629035
Ex Department 1,85,2019,32,revenue,146610.7996008549
Ex Department 1,85,2019,33,revenue,153009.37178696014
Ex Department 1,85,2019,34,revenue,153002.56099267377
Ex Department 1,85,2019,35,revenue,146396.48776449138
Ex Department 1,85,2019,36,revenue,142755.28578600904
Ex Department 1,85,2019,37,revenue,136009.57899026727
Ex Department 1,85,2019,38,revenue,143378.8381004863
Ex Department 1,85,2019,39,revenue,136190.0531742515
Ex Department 1,85,2019,40,revenue,136930.27893514207
Ex Department 1,85,2019,41,revenue,129876.75243918604
Ex Department 1,85,2019,42,revenue,133736.27757129655
Ex Department 1,85,2019,43,revenue,129080.06498552013
Ex Department 1,85,2019,44,revenue,130326.06119723787
Ex Department 1,85,2019,45,revenue,130281.92619266354
Ex Department 1,85,2019,46,revenue,127172.19923463873
Ex Department 1,85,2019,47,revenue,122613.65291532973
Ex Department 1,85,2019,48,revenue,122963.61691600329
Ex Department 1,85,2019,49,revenue,131952.24048445583
Ex Department 1,85,2019,50,revenue,127334.56681746364
Ex Department 1,85,2019,51,revenue,123126.9248325611
Ex Department 1,85,2019,52,revenue,102100.13143587462
Ex Department 1,85,2019,1,traffic,42263.0
Ex Department 1,85,2019,2,traffic,40687.0
Ex Department 1,85,2019,3,traffic,41513.0
Ex Department 1,85,2019,4,traffic,41361.0
Ex Department 1,85,2019,5,traffic,41973.0
Ex Department 1,85,2019,6,traffic,42701.0
Ex Department 1,85,2019,7,traffic,38714.0
Ex Department 1,85,2019,8,traffic,40897.0
Ex Department 1,85,2019,9,traffic,41603.0
Ex Department 1,85,2019,10,traffic,43046.05
Ex Department 1,85,2019,11,traffic,40895.0525
Ex Department 1,85,2019,12,traffic,42904.805125
Ex Department 1,85,2019,13,traffic,44388.14538125
Ex Department 1,85,2019,14,traffic,40845.2026503125
Ex Department 1,85,2019,15,traffic,46658.91278282813
Ex Department 1,85,2019,16,traffic,47038.008421969535
Ex Department 1,85,2019,17,traffic,46109.95884306801
Ex Department 1,85,2019,18,traffic,49488.256785221405
Ex Department 1,85,2019,19,traffic,45555.31962448248
Ex Department 1,85,2019,20,traffic,50202.3856057066
Ex Department 1,85,2019,21,traffic,48700.75488599193
Ex Department 1,85,2019,22,traffic,49518.39263029153
Ex Department 1,85,2019,23,traffic,49656.76226180611
Ex Department 1,85,2019,24,traffic,48658.05037489641
Ex Department 1,85,2019,25,traffic,50186.55289364123
Ex Department 1,85,2019,26,traffic,48075.53053832329
Ex Department 1,85,2019,27,traffic,46009.80706523946
Ex Department 1,85,2019,28,traffic,50099.59741850143
Ex Department 1,85,2019,29,traffic,47373.3772894265
Ex Department 1,85,2019,30,traffic,46096.04615389783
Ex Department 1,85,2019,31,traffic,48731.145961592716
Ex Department 1,85,2019,32,traffic,48719.20063467236
Ex Department 1,85,2019,33,traffic,50767.820410155975
Ex Department 1,85,2019,34,traffic,49815.65416160127
Ex Department 1,85,2019,35,traffic,47800.92673716571
Ex Department 1,85,2019,36,traffic,46822.37743488259
Ex Department 1,85,2019,37,traffic,44496.04588552824
Ex Department 1,85,2019,38,traffic,47033.950237651254
Ex Department 1,85,2019,39,traffic,45118.18491027274
Ex Department 1,85,2019,40,traffic,45610.62817456226
Ex Department 1,85,2019,41,traffic,43425.440303005045
Ex Department 1,85,2019,42,traffic,44905.7745738557
Ex Department 1,85,2019,43,traffic,43217.643671033904
Ex Department 1,85,2019,44,traffic,43124.48774149529
Ex Department 1,85,2019,45,traffic,43866.20960982524
Ex Department 1,85,2019,46,traffic,43104.64244563444
Ex Department 1,85,2019,47,traffic,41999.648041
Ex Department 1,85,2019,48,traffic,42420.64008978802
Ex Department 1,85,2019,49,traffic,46231.84222335235
Ex Department 1,85,2019,50,traffic,45294.765470048646
Ex Department 1,85,2019,51,traffic,44639.801435856185
Ex Department 1,85,2019,52,traffic,37385.08420956936
Ex Department 1,86,2019,1,revenue,72842.76
Ex Department 1,86,2019,2,revenue,70385.09
Ex Department 1,86,2019,3,revenue,71543.15
Ex Department 1,86,2019,4,revenue,68926.57999999999
Ex Department 1,86,2019,5,revenue,75241.79000000001
Ex Department 1,86,2019,6,revenue,68518.4
Ex Department 1,86,2019,7,revenue,68608.15
Ex Department 1,86,2019,8,revenue,69449.09
Ex Department 1,86,2019,9,revenue,74681.67
Ex Department 1,86,2019,10,revenue,133760.221
Ex Department 1,86,2019,11,revenue,133096.80705
Ex Department 1,86,2019,12,revenue,127496.77490249998
Ex Department 1,86,2019,13,revenue,129832.23814762499
Ex Department 1,86,2019,14,revenue,125073.33955500624
Ex Department 1,86,2019,15,revenue,128102.66803275656
Ex Department 1,86,2019,16,revenue,130714.6584343944
Ex Department 1,86,2019,17,revenue,135078.42735611412
Ex Department 1,86,2019,18,revenue,131482.4242239198
Ex Department 1,86,2019,19,revenue,132537.5354351158
Ex Department 1,86,2019,20,revenue,140781.3662068716
Ex Department 1,86,2019,21,revenue,146948.30401721518
Ex Department 1,86,2019,22,revenue,147657.80871807592
Ex Department 1,86,2019,23,revenue,146937.06965397974
Ex Department 1,86,2019,24,revenue,145578.61713667872
Ex Department 1,86,2019,25,revenue,146452.9214935127
Ex Department 1,86,2019,26,revenue,156324.1975681883
Ex Department 1,86,2019,27,revenue,157526.1734465977
Ex Department 1,86,2019,28,revenue,156075.0351189276
Ex Department 1,86,2019,29,revenue,159532.18487487396
Ex Department 1,86,2019,30,revenue,164016.73361861767
Ex Department 1,86,2019,31,revenue,159264.77024954854
Ex Department 1,86,2019,32,revenue,158516.742909526
Ex Department 1,86,2019,33,revenue,151054.93980987728
Ex Department 1,86,2019,34,revenue,144026.31739298988
Ex Department 1,86,2019,35,revenue,158702.87178488908
Ex Department 1,86,2019,36,revenue,150070.50647249568
Ex Department 1,86,2019,37,revenue,156299.13587440076
Ex Department 1,86,2019,38,revenue,147041.04280031507
Ex Department 1,86,2019,39,revenue,147541.14022913488
Ex Department 1,86,2019,40,revenue,144855.02946883583
Ex Department 1,86,2019,41,revenue,152874.20263193402
Ex Department 1,86,2019,42,revenue,154399.49106267
Ex Department 1,86,2019,43,revenue,148948.67317989966
Ex Department 1,86,2019,44,revenue,142914.45035619568
Ex Department 1,86,2019,45,revenue,139523.5535171715
Ex Department 1,86,2019,46,revenue,141723.23011835443
Ex Department 1,86,2019,47,revenue,140108.56074586278
Ex Department 1,86,2019,48,revenue,134859.93161082602
Ex Department 1,86,2019,49,revenue,141813.20493542094
Ex Department 1,86,2019,50,revenue,136609.13893844828
Ex Department 1,86,2019,51,revenue,130558.18520443983
Ex Department 1,86,2019,52,revenue,127211.17295218437
Ex Department 1,86,2019,1,traffic,24851.0
Ex Department 1,86,2019,2,traffic,24617.0
Ex Department 1,86,2019,3,traffic,25213.0
Ex Department 1,86,2019,4,traffic,24185.0
Ex Department 1,86,2019,5,traffic,26656.0
Ex Department 1,86,2019,6,traffic,24820.0
Ex Department 1,86,2019,7,traffic,24446.0
Ex Department 1,86,2019,8,traffic,24829.0
Ex Department 1,86,2019,9,traffic,26356.0
Ex Department 1,86,2019,10,traffic,47116.95
Ex Department 1,86,2019,11,traffic,47141.0475
Ex Department 1,86,2019,12,traffic,45284.199875
Ex Department 1,86,2019,13,traffic,46072.75986875
Ex Department 1,86,2019,14,traffic,44100.3978621875
Ex Department 1,86,2019,15,traffic,45671.71775529687
Ex Department 1,86,2019,16,traffic,46435.40364306171
Ex Department 1,86,2019,17,traffic,48619.5738252148
Ex Department 1,86,2019,18,traffic,47051.30251647554
Ex Department 1,86,2019,19,traffic,46105.61764229932
Ex Department 1,86,2019,20,traffic,48916.448524414285
Ex Department 1,86,2019,21,traffic,50378.620950635
Ex Department 1,86,2019,22,traffic,50891.701998166754
Ex Department 1,86,2019,23,traffic,49930.58709807509
Ex Department 1,86,2019,24,traffic,49110.46645297884
Ex Department 1,86,2019,25,traffic,49325.13977562779
Ex Department 1,86,2019,26,traffic,53153.396764409175
Ex Department 1,86,2019,27,traffic,52993.31660262963
Ex Department 1,86,2019,28,traffic,53075.282432761116
Ex Department 1,86,2019,29,traffic,54315.396554399165
Ex Department 1,86,2019,30,traffic,55999.666382119125
Ex Department 1,86,2019,31,traffic,54479.35220122508
Ex Department 1,86,2019,32,traffic,54098.317436286336
Ex Department 1,86,2019,33,traffic,51442.17331435066
Ex Department 1,86,2019,34,traffic,48657.84398663069
Ex Department 1,86,2019,35,traffic,53890.516292852844
Ex Department 1,86,2019,36,traffic,50351.356219730646
Ex Department 1,86,2019,37,traffic,52435.65384856409
Ex Department 1,86,2019,38,traffic,49253.30784973156
Ex Department 1,86,2019,39,traffic,49380.158116394356
Ex Department 1,86,2019,40,traffic,48928.03514009911
Ex Department 1,86,2019,41,traffic,50901.414470883356
Ex Department 1,86,2019,42,traffic,51607.60414689577
Ex Department 1,86,2019,43,traffic,49525.99925433222
Ex Department 1,86,2019,44,traffic,47664.769862145076
Ex Department 1,86,2019,45,traffic,46670.23503260339
Ex Department 1,86,2019,46,traffic,46934.93979545217
Ex Department 1,86,2019,47,traffic,46405.06694700432
Ex Department 1,86,2019,48,traffic,44907.75446422306
Ex Department 1,86,2019,49,traffic,48648.67806579615
Ex Department 1,86,2019,50,traffic,45924.242141366
Ex Department 1,86,2019,51,traffic,43605.12092932834
Ex Department 1,86,2019,52,traffic,42184.50936573351
Ex Department 1,87,2019,1,revenue,119524.77999999998
Ex Department 1,87,2019,2,revenue,104401.51000000001
Ex Department 1,87,2019,3,revenue,121465.83
Ex Department 1,87,2019,4,revenue,118003.2
Ex Department 1,87,2019,5,revenue,110652.76
Ex Department 1,87,2019,6,revenue,110253.45999999999
Ex Department 1,87,2019,7,revenue,115951.70999999999
Ex Department 1,87,2019,8,revenue,114423.73999999999
Ex Department 1,87,2019,9,revenue,107503.62
Ex Department 1,87,2019,10,revenue,107540.29
Ex Department 1,87,2019,11,revenue,101159.603
Ex Department 1,87,2019,12,revenue,101180.41064999999
Ex Department 1,87,2019,13,revenue,110420.3886825
Ex Department 1,87,2019,14,revenue,112867.09511662499
Ex Department 1,87,2019,15,revenue,114568.89187245624
Ex Department 1,87,2019,16,revenue,111650.87346607905
Ex Department 1,87,2019,17,revenue,113819.730139383
Ex Department 1,87,2019,18,revenue,127076.06264635215
Ex Department 1,87,2019,19,revenue,136389.20177866975
Ex Department 1,87,2019,20,revenue,132443.10186760325
Ex Department 1,87,2019,21,revenue,169070.64796098342
Ex Department 1,87,2019,22,revenue,167105.2373590326
Ex Department 1,87,2019,23,revenue,174623.62972698422
Ex Department 1,87,2019,24,revenue,186337.11721333346
Ex Department 1,87,2019,25,revenue,198314.0385740001
Ex Department 1,87,2019,26,revenue,207750.77250270013
Ex Department 1,87,2019,27,revenue,241801.10162783513
Ex Department 1,87,2019,28,revenue,225094.03070922688
Ex Department 1,87,2019,29,revenue,231560.8202446882
Ex Department 1,87,2019,30,revenue,239880.83175692262
Ex Department 1,87,2019,31,revenue,227677.85534476876
Ex Department 1,87,2019,32,revenue,243734.8224620072
Ex Department 1,87,2019,33,revenue,208548.90505260753
Ex Department 1,87,2019,34,revenue,179465.6948711129
Ex Department 1,87,2019,35,revenue,196029.67885883735
Ex Department 1,87,2019,36,revenue,174631.2782081564
Ex Department 1,87,2019,37,revenue,172279.73894526027
Ex Department 1,87,2019,38,revenue,161900.28038555413
Ex Department 1,87,2019,39,revenue,160447.2517725142
Ex Department 1,87,2019,40,revenue,153886.46077220645
Ex Department 1,87,2019,41,revenue,159434.65371743662
Ex Department 1,87,2019,42,revenue,156665.6715052593
Ex Department 1,87,2019,43,revenue,143574.93071257058
Ex Department 1,87,2019,44,revenue,136397.30026184992
Ex Department 1,87,2019,45,revenue,130016.94691427572
Ex Department 1,87,2019,46,revenue,126307.01033128951
Ex Department 1,87,2019,47,revenue,117720.05122271899
Ex Department 1,87,2019,48,revenue,114205.4177024632
Ex Department 1,87,2019,49,revenue,112905.424552125
Ex Department 1,87,2019,50,revenue,110481.87326749683
Ex Department 1,87,2019,51,revenue,126098.27084302552
Ex Department 1,87,2019,52,revenue,141351.23661793835
Ex Department 1,87,2019,1,traffic,41335.0
Ex Department 1,87,2019,2,traffic,36228.0
Ex Department 1,87,2019,3,traffic,42514.0
Ex Department 1,87,2019,4,traffic,41884.0
Ex Department 1,87,2019,5,traffic,39972.0
Ex Department 1,87,2019,6,traffic,40460.0
Ex Department 1,87,2019,7,traffic,42579.0
Ex Department 1,87,2019,8,traffic,42358.0
Ex Department 1,87,2019,9,traffic,40040.0
Ex Department 1,87,2019,10,traffic,35919.1
Ex Department 1,87,2019,11,traffic,34140.905
Ex Department 1,87,2019,12,traffic,34301.35025
Ex Department 1,87,2019,13,traffic,37208.4677625
Ex Department 1,87,2019,14,traffic,38104.841150625
Ex Department 1,87,2019,15,traffic,37427.98320815625
Ex Department 1,87,2019,16,traffic,35430.63236856406
Ex Department 1,87,2019,17,traffic,35866.913986992266
Ex Department 1,87,2019,18,traffic,40135.15968634188
Ex Department 1,87,2019,19,traffic,42516.217670658974
Ex Department 1,87,2019,20,traffic,41208.12855419192
Ex Department 1,87,2019,21,traffic,53074.58498190152
Ex Department 1,87,2019,22,traffic,52449.614230996594
Ex Department 1,87,2019,23,traffic,54788.044942546425
Ex Department 1,87,2019,24,traffic,58049.99718967374
Ex Department 1,87,2019,25,traffic,60830.747049157435
Ex Department 1,87,2019,26,traffic,63305.4844016153
Ex Department 1,87,2019,27,traffic,73508.80862169607
Ex Department 1,87,2019,28,traffic,68574.79905278087
Ex Department 1,87,2019,29,traffic,70196.73900541992
Ex Department 1,87,2019,30,traffic,72585.52595569091
Ex Department 1,87,2019,31,traffic,68906.54725347545
Ex Department 1,87,2019,32,traffic,73595.17936614923
Ex Department 1,87,2019,33,traffic,61132.97082195669
Ex Department 1,87,2019,34,traffic,52661.045974929526
Ex Department 1,87,2019,35,traffic,57772.35621614475
Ex Department 1,87,2019,36,traffic,51875.774866544176
Ex Department 1,87,2019,37,traffic,51501.63199144318
Ex Department 1,87,2019,38,traffic,48555.417891665726
Ex Department 1,87,2019,39,traffic,48639.43080193192
Ex Department 1,87,2019,40,traffic,46945.89145849557
Ex Department 1,87,2019,41,traffic,48463.67960371075
Ex Department 1,87,2019,42,traffic,47974.93433480121
Ex Department 1,87,2019,43,traffic,43995.35033999144
Ex Department 1,87,2019,44,traffic,41708.36560986369
Ex Department 1,87,2019,45,traffic,39609.234030873195
Ex Department 1,87,2019,46,traffic,38542.70837995898
Ex Department 1,87,2019,47,traffic,36069.169578876164
Ex Department 1,87,2019,48,traffic,35451.737626735165
Ex Department 1,87,2019,49,traffic,36005.53455543288
Ex Department 1,87,2019,50,traffic,35900.374332933534
Ex Department 1,87,2019,51,traffic,41732.51675179566
Ex Department 1,87,2019,52,traffic,47330.36522671167
Ex Department 1,89,2019,1,revenue,116196.83000000002
Ex Department 1,89,2019,2,revenue,117064.19
Ex Department 1,89,2019,3,revenue,108875.03
Ex Department 1,89,2019,4,revenue,116175.67000000001
Ex Department 1,89,2019,5,revenue,112073.41
Ex Department 1,89,2019,6,revenue,114554.76000000001
Ex Department 1,89,2019,7,revenue,108942.04
Ex Department 1,89,2019,8,revenue,108613.93
Ex Department 1,89,2019,9,revenue,110078.48999999999
Ex Department 1,89,2019,10,revenue,120875.4885
Ex Department 1,89,2019,11,revenue,117349.89942500001
Ex Department 1,89,2019,12,revenue,125516.95589624999
Ex Department 1,89,2019,13,revenue,131040.5226910625
Ex Department 1,89,2019,14,revenue,126641.64382561561
Ex Department 1,89,2019,15,revenue,133062.4770168964
Ex Department 1,89,2019,16,revenue,142377.68436774123
Ex Department 1,89,2019,17,revenue,153272.8380861283
Ex Department 1,89,2019,18,revenue,160252.9509904347
Ex Department 1,89,2019,19,revenue,153259.81603995644
Ex Department 1,89,2019,20,revenue,171152.02884195428
Ex Department 1,89,2019,21,revenue,205706.01128405196
Ex Department 1,89,2019,22,revenue,181667.74284825454
Ex Department 1,89,2019,23,revenue,184090.2699906673
Ex Department 1,89,2019,24,revenue,194423.53249020068
Ex Department 1,89,2019,25,revenue,206846.95611471072
Ex Department 1,89,2019,26,revenue,219923.47342044624
Ex Department 1,89,2019,27,revenue,236792.16659146856
Ex Department 1,89,2019,28,revenue,229247.36992104194
Ex Department 1,89,2019,29,revenue,228020.98291709405
Ex Department 1,89,2019,30,revenue,228752.89856294874
Ex Department 1,89,2019,31,revenue,220593.33956609623
Ex Department 1,89,2019,32,revenue,225954.26907315102
Ex Department 1,89,2019,33,revenue,218527.8122319961
Ex Department 1,89,2019,34,revenue,202986.21570904274
Ex Department 1,89,2019,35,revenue,258911.38180321408
Ex Department 1,89,2019,36,revenue,203294.13654252997
Ex Department 1,89,2019,37,revenue,188626.63215126944
Ex Department 1,89,2019,38,revenue,175548.31285452648
Ex Department 1,89,2019,39,revenue,187985.6744477311
Ex Department 1,89,2019,40,revenue,216626.7498681198
Ex Department 1,89,2019,41,revenue,187334.01691942808
Ex Department 1,89,2019,42,revenue,189646.7332011969
Ex Department 1,89,2019,43,revenue,167414.147218844
Ex Department 1,89,2019,44,revenue,160251.90858025284
Ex Department 1,89,2019,45,revenue,153707.69488475547
Ex Department 1,89,2019,46,revenue,145469.6563232577
Ex Department 1,89,2019,47,revenue,127694.07746839826
Ex Department 1,89,2019,48,revenue,126133.23401224473
Ex Department 1,89,2019,49,revenue,144358.9042168049
Ex Department 1,89,2019,50,revenue,132305.02528179044
Ex Department 1,89,2019,51,revenue,132667.0371177325
Ex Department 1,89,2019,52,revenue,118456.65299531433
Ex Department 1,89,2019,1,traffic,42624.0
Ex Department 1,89,2019,2,traffic,44825.0
Ex Department 1,89,2019,3,traffic,41506.0
Ex Department 1,89,2019,4,traffic,44629.0
Ex Department 1,89,2019,5,traffic,44068.0
Ex Department 1,89,2019,6,traffic,45743.0
Ex Department 1,89,2019,7,traffic,43670.0
Ex Department 1,89,2019,8,traffic,43759.0
Ex Department 1,89,2019,9,traffic,43703.0
Ex Department 1,89,2019,10,traffic,44906.0
Ex Department 1,89,2019,11,traffic,44372.95
Ex Department 1,89,2019,12,traffic,46591.1975
Ex Department 1,89,2019,13,traffic,47784.657375
Ex Department 1,89,2019,14,traffic,44516.09024375
Ex Department 1,89,2019,15,traffic,46247.2447559375
Ex Department 1,89,2019,16,traffic,48006.306993734375
Ex Department 1,89,2019,17,traffic,52024.47234342109
Ex Department 1,89,2019,18,traffic,54083.14596059215
Ex Department 1,89,2019,19,traffic,51516.853258621755
Ex Department 1,89,2019,20,traffic,56457.795921552846
Ex Department 1,89,2019,21,traffic,67321.08571763049
Ex Department 1,89,2019,22,traffic,60250.84000351201
Ex Department 1,89,2019,23,traffic,60735.63200368761
Ex Department 1,89,2019,24,traffic,63754.56360387199
Ex Department 1,89,2019,25,traffic,67589.79178406559
Ex Department 1,89,2019,26,traffic,72134.38137326887
Ex Department 1,89,2019,27,traffic,77619.35044193231
Ex Department 1,89,2019,28,traffic,75581.06796402893
Ex Department 1,89,2019,29,traffic,75289.92136223038
Ex Department 1,89,2019,30,traffic,75959.3174303419
Ex Department 1,89,2019,31,traffic,73702.28330185899
Ex Department 1,89,2019,32,traffic,75228.59996695194
Ex Department 1,89,2019,33,traffic,71360.37009029953
Ex Department 1,89,2019,34,traffic,65292.90572606451
Ex Department 1,89,2019,35,traffic,83871.59650018024
Ex Department 1,89,2019,36,traffic,66454.06408739237
Ex Department 1,89,2019,37,traffic,62287.801942075275
Ex Department 1,89,2019,38,traffic,59334.96842200799
Ex Department 1,89,2019,39,traffic,64116.709545078775
Ex Department 1,89,2019,40,traffic,71612.50235940162
Ex Department 1,89,2019,41,traffic,61868.53768129407
Ex Department 1,89,2019,42,traffic,62751.46027947724
Ex Department 1,89,2019,43,traffic,55930.84129327551
Ex Department 1,89,2019,44,traffic,53083.7517577549
Ex Department 1,89,2019,45,traffic,50775.361165449045
Ex Department 1,89,2019,46,traffic,48522.43963451822
Ex Department 1,89,2019,47,traffic,42887.042547580684
Ex Department 1,89,2019,48,traffic,42481.17715286311
Ex Department 1,89,2019,49,traffic,49057.38261230481
Ex Department 1,89,2019,50,traffic,45962.70567480854
Ex Department 1,89,2019,51,traffic,46303.075087031866
Ex Department 1,89,2019,52,traffic,41087.51467629051
Ex Department 1,90,2019,1,revenue,103230.54
Ex Department 1,90,2019,2,revenue,87682.12
Ex Department 1,90,2019,3,revenue,83982.18000000001
Ex Department 1,90,2019,4,revenue,88666.82
Ex Department 1,90,2019,5,revenue,88112.08
Ex Department 1,90,2019,6,revenue,88354.39
Ex Department 1,90,2019,7,revenue,86953.48999999999
Ex Department 1,90,2019,8,revenue,85703.75
Ex Department 1,90,2019,9,revenue,96983.75
Ex Department 1,90,2019,10,revenue,102793.82899999998
Ex Department 1,90,2019,11,revenue,110080.98395
Ex Department 1,90,2019,12,revenue,114492.57664750001
Ex Department 1,90,2019,13,revenue,116934.00497987501
Ex Department 1,90,2019,14,revenue,122818.31722886873
Ex Department 1,90,2019,15,revenue,114248.92559031218
Ex Department 1,90,2019,16,revenue,119169.2478698278
Ex Department 1,90,2019,17,revenue,129151.86526331918
Ex Department 1,90,2019,18,revenue,135115.65452648513
Ex Department 1,90,2019,19,revenue,142744.87925280942
Ex Department 1,90,2019,20,revenue,140175.3947154499
Ex Department 1,90,2019,21,revenue,148311.68145122236
Ex Department 1,90,2019,22,revenue,148340.4300237835
Ex Department 1,90,2019,23,revenue,147416.77352497267
Ex Department 1,90,2019,24,revenue,142344.2412012213
Ex Department 1,90,2019,25,revenue,143783.49526128234
Ex Department 1,90,2019,26,revenue,152055.54252434647
Ex Department 1,90,2019,27,revenue,147810.9896505638
